GlobalID,SeriesID,LocalID,SpellcardName,Score,Comment
48,TH07,4,露娜萨二非,4,
49,TH07,4,露娜萨三非,4,全避+3分
50,TH07,4,梅露兰三非,4,
51,TH07,4,冥键「法吉奥里冥奏」,4,
52,TH07,4,合葬「棱镜协奏曲」,3,
53,TH07,4,大合葬「灵车大协奏曲」,3,
54,TH07,5,幽鬼剑「妖童饿鬼之断食」,4,
55,TH07,5,狱界剑「二百由旬之一闪」,6,
56,TH07,5,畜趣剑「无为无策之冥罚」,3,
57,TH07,5,人界剑「悟入幻想」,4,
58,TH07,5,天上剑「天人之五衰」,4,
59,TH07,6,六开幕，至妖梦登场,6,停枪
60,TH07,6,六道剑「一念无量劫」,3,
61,TH07,6,亡乡「亡我乡 -宿罪-」,4,
62,TH07,6,幽幽子二非,6,全避
63,TH07,6,亡舞「生者必灭之理 -死蝶-」,4,
64,TH07,6,华灵「燕尾蝶」,5,
65,TH07,6,幽曲「埋骨于弘川 -亡灵-」,5,
66,TH07,6,樱符「完全墨染的樱花 -亡我-」,6,
67,TH08,1,灯符「萤光现象」,1,97p
68,TH08,1,蠢符「小虫风暴」,2,
69,TH08,1,隐虫「永夜蛰居」,1,
70,TH08,2,声符「枭的夜鸣声」,1,
71,TH08,2,蛾符「天蛾的蛊道」,1,
72,TH08,2,鹰符「祸延疾冲」,1,
73,TH08,2,夜盲「夜雀之歌」,2,
74,TH08,2,夜雀「午夜中的合唱指挥」,4,
75,TH08,3,产灵「最初的金字塔」,2,
76,TH08,3,始符「短命的137」,2,
77,TH08,3,野符「将门的危机」,2,
78,TH08,3,国符「三种神器　玉」,3,
79,TH08,3,终符「幻想天皇」」,3,
80,TH08,3,未来「高天原」,3,
81,TH08,4A,灵梦一非,6,单咲夜
82,TH08,4A,梦符「二重结界」,3,
83,TH08,4A,灵符「梦想封印　散」,5,
84,TH08,4A,梦符「封魔阵」,3,
85,TH08,4A,灵符「梦想封印　集」,4,
86,TH08,4A,境界「二重弹幕结界」,4,
87,TH08,4B,魔符「银河」,5,
88,TH08,4B,魔理沙二非,6,全避
89,TH08,4B,魔符「星尘幻想」,4,
90,TH08,4B,恋符「非定向光线」,4,
91,TH08,4B,魔理沙四非,5,全避
92,TH08,4B,恋符「极限火花」,5,
93,TH08,4B,光符「地球光」,4,
94,TH08,4B,魔炮「究极火花」,4,
95,TH08,5,波符「赤眼催眠(Mind Shaker)」,3,
96,TH08,5,狂符「幻视调律(Visionary Tuning)」,4,单妖梦5
97,TH08,5,懒符「生神停止(Idling Wave)」,3,
98,TH08,5,散符「真实之月(Invisible Full Moon)」,3,
99,TH08,5,月眼「月兔远隔催眠术(Tele-Mesmerism)」,6,
100,TH08,6A,天丸「壶中的天地」,4,
101,TH08,6A,觉神「神代的记忆」,3,
102,TH08,6A,苏活「生命游戏 -Life Game-」,5,
103,TH08,6A,操神「思兼装置」,3,
104,TH08,6A,天咒「阿波罗13」,6,
105,TH08,6A,秘术「天文密葬法」,7,单妖怪
106,TH08,6B,药符「壶中的大银河」,5,
107,TH08,6B,难题「龙颈之玉　-五色的弹丸-」,5,
108,TH08,6B,辉夜二非,6,禁止侧避，停枪全避急＋1分
109,TH08,6B,难题「佛御石之钵　-不碎的意志-」,4,
110,TH08,6B,辉夜三非,4,
111,TH08,6B,难题「火鼠的皮衣　-不焦躁的内心-」,3,
112,TH08,6B,难题「燕的子安贝　-永命线-」,6,
113,TH08,6B,难题「蓬莱的弹枝　-七色的弹幕-」,6,
114,TH08,6B,「永夜归返　-新月-」,4,
115,TH08,6B,「永夜归返　-子时二刻-」,6,
116,TH08,6B,「永夜归返　-丑时二刻-」,4,
117,TH08,6B,「永夜归返　-寅时二刻-」,4,
118,TH08,6B,「永夜归返　-拂晓-」,6,
119,TH10,1,秋符「秋季的天空」,1,
120,TH10,1,丰符「大年收获者」,1,
121,TH10,2,厄符「厄运」,1,
122,TH10,2,疵符「破裂的护符」,2,
123,TH10,2,恶灵「厄运之轮」,1,
124,TH10,2,创符「痛苦之流」,2,
125,TH10,3,光学「光学迷彩」,2,
126,TH10,3,洪水「泥浆泛滥」,2,
127,TH10,3,水符「河童之河口浪潮」,3,
128,TH10,3,河童「妖怪黄瓜」,4,
129,TH10,4,狗椛,3,
130,TH10,4,四道中后半3至文文登场,4,
131,TH10,4,岐符「天之八衢」,4,
132,TH10,4,风神「风神木叶隐身术」,3,
133,TH10,4,「幻想风靡」,5,
134,TH10,4,塞符「山神渡御」,5,
135,TH10,5,秘术「灰色奇术」,4,
136,TH10,5,奇迹「白昼的客星」,3,
137,TH10,5,开海「海水分开之日」,3,
138,TH10,5,准备「呼唤神风的星之仪式」,3,
139,TH10,5,奇迹「神之风」,2,
140,TH10,6,六关底大蝴蝶,4,
141,TH10,6,神祭「扩展御柱」,3,
142,TH10,6,神妈二非,4,
143,TH10,6,筒粥「神之粥」,4,
144,TH10,6,贽符「御射山御狩神事」,6,
145,TH10,6,天流「天水奇迹」,6,
146,TH10,6,「信仰之山」,5,
147,TH10,6,「信仰之山」,3,L难度，魔B，3p，低封
148,TH11,1,罠符「捕捉之网」,1,3p
149,TH11,1,瘴符「瘴气场」,1,3p
150,TH11,2,妒符「绿眼怪兽」,1,
151,TH11,2,开花爷爷「对华丽的仁者之嫉妒」,3,梦B，限击破
152,TH11,2,剪舌麻雀「对谦虚的富者之记恨」,3,限梦C
153,TH11,2,恨符「丑时参拜」,2,
154,TH11,3,鬼符「怪力乱神」,3,
155,TH11,3,怪轮「地狱之苦轮」,1,
156,TH11,3,力业「大江山岚」,6,"0p,仅允许按Z和左右键"
157,TH11,3,力业「大江山岚」,7,梦C低封停枪全避
158,TH11,3,四天王奥义「三步必杀」,3,
159,TH11,4,四面道中猫猫,4,
160,TH11,4,四面道中后半4,3,
161,TH11,4,回忆「恐怖的回忆」,2,
162,TH11,4,回忆「二重黑死蝶」,6,
163,TH11,4,回忆「飞行虫之巢」,4,
164,TH11,4,回忆「波与粒的境界」,6,禁卡安定
165,TH11,4,回忆「户隐山之投」,4,
166,TH11,4,回忆「百万鬼夜行」,4,
167,TH11,4,回忆「蒙蒙迷雾」,4,
168,TH11,4,回忆「风神木叶隐身术」,3,
169,TH11,4,回忆「天狗巨暴流」,4,低封停枪
170,TH11,4,回忆「鸟居旋风」,4,
171,TH11,4,回忆「春之京都人偶」,4,
172,TH11,4,回忆「稻草人偶敢死队」,5,
173,TH11,4,回忆「回归虚无」,4,
174,TH11,4,回忆「水银之毒」,3,
175,TH11,4,回忆「水精公主」,4,
176,TH11,4,回忆「贤者之石」,4,
177,TH11,4,回忆「延展手臂」,5,
178,TH11,4,回忆「河童之河口浪潮」,4,
179,TH11,4,回忆「粼粼水底之心伤」,3,
180,TH11,5,猫符「猫的步伐」,3,
181,TH11,5,五后半停枪，至自机狙出现为止,7,
182,TH11,5,咒精「僵尸妖精」,3,
183,TH11,5,阿燐二非,4,
184,TH11,5,恨灵「脾脏蛀食者」,3,
185,TH11,5,赎罪「旧地狱的针山」,6,
186,TH11,5,「死灰复燃」,4,
187,TH11,6,妖怪「火焰的车轮」,3,
188,TH11,6,核热「核聚变」,6,
189,TH11,6,阿空二非,4,
190,TH11,6,爆符「百万耀斑」,4,
191,TH11,6,焰星「恒星」,3,禁卡安定线
192,TH11,6,「地狱极乐熔毁」,4,
193,TH11,6,「地狱的人造太阳」,6,
194,TH12,1,搜符「稀有金属探测器」,1,3p
195,TH12,1,视符「娜兹玲灵摆」,2,3p
196,TH12,2,大轮「唐伞光晕」,2,
197,TH12,2,伞符「雨伞的星之交响」,2,
198,TH12,2,雨符「雨夜怪谈」,3,
199,TH12,2,化符「遗忘之伞的夜行列车」,3,
200,TH12,3,铁拳「问答无用妖怪拳」,3,
201,TH12,3,拳符「天网沙袋」,3,
202,TH12,3,拳打「重拳碎击」,3,
203,TH12,3,大喝「守旧尊老之怒眼」,3,
204,TH12,4,倾覆「同路人之锚」,5,
205,TH12,4,溺符「深海漩涡」,4,
206,TH12,4,港符「幽灵船之泊」,3,
207,TH12,5,五道中非,5,
208,TH12,5,宝塔「最优良的宝物」,6,
209,TH12,5,宝塔「光辉之宝」,5,
210,TH12,5,光符「绝对正义」,6,
211,TH12,5,五面三非,4,内避
212,TH12,5,法力「至宝之独钴杵」,6,
213,TH12,5,光符「净化之魔」,4,
214,TH12,6,魔法「紫云之兆」,5,
215,TH12,6,魔法「魔界蝶之妖香」,5,
216,TH12,6,光魔「星辰之涡」,5,
217,TH12,6,大魔法「魔神复诵」,6,
218,TH12,6,「圣尼公之大空卷轴」,5,
219,TH12,6,飞钵「飞行幻想」,6,
220,TH13,1,符牒「死蝶之舞」,1,
221,TH13,1,幽蝶「幽魂聚地」,1,
222,TH13,1,冥符「常夜樱」,1,
223,TH13,2,响符「山谷回声」,1,
224,TH13,2,响符「强力共振」,1,
225,TH13,2,山彦「远距离回声」,2,
226,TH13,2,大声「激动的呼喊」,2,
227,TH13,3,回复「借由欲望的恢复」,3,限定收取，苗机分数+1
228,TH13,3,毒爪「剧毒抹消」,3,
229,TH13,4,四后半小风神,5,后半2开，至关底两只大蝴蝶出现为止，停枪
230,TH13,3,欲符「赚钱欲灵招来」,4,早苗，限收取
231,TH13,4,邪符「养小鬼」,2,
232,TH13,4,入魔「走火入魔」,2,
233,TH13,4,降灵「死人童乩」,2,
234,TH13,4,娘娘三非,4,
235,TH13,4,道符「道胎动」,4,
236,TH13,5,雷矢「元兴寺的旋风」,2,
237,TH13,5,天符「雨之磐舟」,3,
238,TH13,5,投皿「物部氏的八十平瓮」,3,
239,TH13,5,炎符「废佛之炎风」,3,
240,TH13,5,圣童女「大物忌正餐」,3,
241,TH13,6,名誉「十二阶之色彩」,3,
242,TH13,6,仙符「日出之处的道士」,3,
243,TH13,6,神子三非,5,
244,TH13,6,秘宝「斑鸠寺的天球仪」,5,限下避
245,TH13,6,光符「救世观音的佛光」,5,
246,TH13,6,眼光「十七条的光芒」,5,
247,TH13,6,「星辰降落的神灵庙」,6,
248,TH14,1,水符「尾鳍拍击」,1,2p
249,TH14,1,鳞符「鳞之波」,1,3p
250,TH14,2,飞符「飞行之头」,1,
251,TH14,2,首符「闭目射击」,1,
252,TH14,2,飞头「倍增之头」,2,
253,TH14,2,飞头「杜拉罕之夜」,2,
254,TH14,3,变身「三角齿」,2,
255,TH14,3,咆哮「陌生的咆哮」,2,
256,TH14,3,狼符「星环猛扑」,3,
257,TH14,4,四道中b线一非,5,
258,TH14,4,四道中b线二非,4,
259,TH14,4,平曲「祇园精舍的钟声」,4,
260,TH14,4,怨灵「无耳芳一」,3,
261,TH14,4,乐谱「邪恶的五线谱」,5,
262,TH14,4,琴符「诸行无常的琴声」,3,
263,TH14,4,响符「平安的残响」,5,
264,TH14,4,筝曲「下克上送筝曲」,5,
265,TH14,5,欺符「逆针击」,5,
266,TH14,5,逆弓「天壤梦弓」,6,
267,TH14,6,小弹「小人的道路」,6,
268,TH14,6,小槌「变大吧」,5,
269,TH14,6,妖剑「辉针剑」,6,
270,TH14,6,「进击的小人」,5,
271,TH14,6,「七个小拇指」,6,
272,TH15,1,弹符「射鹰」,1,3p
273,TH15,1,铳符「月狂之枪」,2,3p
274,TH15,2,二面一非,4,
275,TH15,2,兔符「草莓团子」,4,
276,TH15,2,二面二非,4,
277,TH15,2,兔符「团子影响力」,4,
278,TH15,2,二面三非,4,
279,TH15,2,月见「九月的满月」,4,
280,TH15,3,梦符「绯红色的噩梦」,4,
281,TH15,3,三面一非,5,
282,TH15,3,梦符「蔚蓝色的愁梦」,4,
283,TH15,3,三面二非,5,
284,TH15,3,梦符「刈安色的迷梦」,2,
285,TH15,3,三面三非,5,
286,TH15,3,梦符「捕梦网」,4,
287,TH15,3,月符「绀色的狂梦」,5,
288,TH15,4,道中前半第三幕,5,
289,TH15,4,道中非符,4,
290,TH15,4,四面一非,4,
291,TH15,4,玉符「乌合之咒」,4,
292,TH15,4,四面二非,5,
293,TH15,4,玉符「秽身探知型水雷」,3,
294,TH15,4,四面三非,4,
295,TH15,4,玉符「众神的弹冠」,3,
296,TH15,4,「孤翼的白鹭」,4,
297,TH15,5,五道中前半第2幕,3,
298,TH15,5,五道中前半第3幕,4,
299,TH15,5,五道中后半第2幕,3,
300,TH15,5,五道中后半第3幕,6,
301,TH15,5,五道中后半第5幕,5,
302,TH15,5,五道中后半第6幕,4,
303,TH15,5,五面一非,7,
304,TH15,5,狱符「地狱日食」,7,
305,TH15,5,五面二非,7,
306,TH15,5,狱符「闪光与条纹」,8,限定收取
307,TH15,5,五面三非,6,
308,TH15,5,狱炎「擦弹地狱火」,6,
309,TH15,5,地狱「条纹状的深渊」,5,
310,TH15,6,流星雨,7,
311,TH15,6,六面一非,4,
312,TH15,6,「掌上的纯光」,4,
313,TH15,6,六面二非,5,
314,TH15,6,「杀意的百合」,6,
315,TH15,6,六面三非,5,
316,TH15,6,「原始的神灵界」,4,
317,TH15,6,六面四非,6,
318,TH15,6,「战栗的寒冷之星」,5,
319,TH15,6,「纯粹的狂气」,5,
320,TH15,6,纯符「单纯的子弹地狱」,7,
321,TH16,1,蝶符「细碎鳞粉」,1,3p
322,TH16,1,蝶符「扑翅之夏」,1,3p
323,TH16,2,雨符「被囚禁的秋雨」,2,
324,TH16,2,刃符「山姥的菜刀研磨」,2,
325,TH16,2,尽符「深山谋杀」,2,
326,TH16,3,犬符「野犬的散步」,2,
327,TH16,3,独乐「狛犬旋转」,2,
328,TH16,3,狛符「单人式阿吽的呼吸」,3,
329,TH16,4,四道中飞行阵,3,
330,TH16,4,魔符「顷刻菩提」,2,
331,TH16,4,魔符「弹丸魔像」,4,
332,TH16,4,地藏「罪业救赎」,3,
333,TH16,5,竹符「竹矛之舞」,3,
334,TH16,5,茗荷「忘却你的名字」,4,
335,TH16,5,二非,5,
336,TH16,5,笹符「七夕星祭」,3,
337,TH16,5,冥加「在你背后」,2,
338,TH16,5,舞符「背后之祭」,5,
339,TH16,5,狂舞「天狗怖吓」,4,
340,TH16,6,后符「秘神的后光」,5,
341,TH16,6,里夏「暑夏炙烤」,3,
342,TH16,6,里秋「死于饥荒」,4,
343,TH16,6,冬非（四非）,4,
344,TH16,6,里冬「黑色雪人」,6,
345,TH16,6,春非（五非）,4,
346,TH16,6,里春「四月巫师」,5,
347,TH16,6,「里·吹拂樱花」,8,
348,TH16,6,「里·完美夏冰」,8,
349,TH16,6,「里·疯狂秋风」,7,
350,TH16,6,「里·极端寒冬」,7,
351,TH17,1,石符「石林」,1,3p
352,TH17,1,石符「儿童们的灵薄狱」,1,3p
353,TH17,1,石符「石之婴儿」,1,
354,TH17,2,溺符「三途的沦溺」,2,
355,TH17,2,鬼符「魔鬼围城」,1,
356,TH17,3,水符「分水的试练」,3,
357,TH17,3,光符「瞭望的试练」,1,
358,TH17,3,鬼符「鬼渡的试练」,2,
359,TH17,4,龟符「龟甲地狱」,3,
360,TH17,4,鬼符「搦手的畜生」,2,
361,TH17,4,龙符「龙纹弹」,4,
362,TH17,5,埴轮「弓兵埴轮」,3,
363,TH17,5,埴轮「剑士埴轮」,5,
364,TH17,5,埴轮「骑马兵埴轮」,3,
365,TH17,5,埴轮「空洞的无尽兵团」,4,
366,TH17,6,方形「方形造形术」,3,
367,TH17,6,圆形「正圆造形术」,4,
368,TH17,6,线形「线形造形术」,1,
369,TH17,6,埴轮「偶像人马造形术」,6,
370,TH17,6,「鬼形造形术」,3,
371,TH17,6,「几何造物」,5,
372,TH17,6,「偶像恶魔」,7,开出hyper-1分
373,TH18,1,招符「弹幕万来」,1,2p
374,TH18,1,招符「弹灾招福」,1,2p
375,TH18,2,森符「木隐的技术」,1,
376,TH18,2,森符「最深的森域」,2,
377,TH18,2,叶技「绿色螺旋」,3,
378,TH18,3,山符「惊天的云间草」,3,
379,TH18,3,山符「妖光闪闪的薄雪草」,4,
380,TH18,3,山花「杀戮的驹草」,3,
381,TH18,4,四面道中阴阳玉,3,
382,TH18,4,玉符「虹龙阴阳玉」,4,
383,TH18,4,玉将「阴阳玉女王」,3,
384,TH18,4,「阴阳窒息」,4,
385,TH18,5,道中Boss菅牧典（全避）,3,
386,TH18,5,祸星「星火燎原之舞」,4,
387,TH18,5,星风「虹彩陆离之舞」,4,
388,TH18,5,光马「天马行空之舞」,5,
389,TH18,5,虹光「光风霁月」,4,
390,TH18,6,「向无主的贡品」,4,
391,TH18,6,「弹幕收集狂的妄执」,3,
392,TH18,6,「弹幕市场」,4,
393,TH18,6,「弹幕领土」,5,
394,TH18,6,「弹幕的庇护所」,6,
