GlobalID,SeriesID,LocalID,SpellcardName,Score,Comment
180,TH10,4,「无双风神」,3,
181,TH10,4,塞符「天上天下之照国」,2,
182,TH10,5,秘术「一脉相传的弹幕」,1,
183,TH10,5,奇迹「客星璀璨之夜」,1,
184,TH10,5,开海「摩西的奇迹」,2,
185,TH10,5,准备「召请建御名方神」,1,
186,TH10,5,大奇迹「八坂之神风」,1,
187,TH10,6,奇祭「目处梃子乱舞」,1,
188,TH10,6,神谷「神灵之谷」,2,
189,TH10,6,神秘「大和环面」,2,
190,TH10,6,天龙「雨之源泉」,2,
191,TH10,6,「风神之神德」,3,
194,TH10,EX,神符「神所踏足之御神渡」,1,
196,TH10,EX,土著神「手长足长大人」,1,
200,TH10,EX,土著神「七石七木」,1,
201,TH10,EX,土著神「小小青蛙不输风雨」,2,
205,TH11,1,怪奇「钓瓶落之怪」,1,
206,TH11,1,蜘蛛「石窟的蜘蛛巢」,1,
207,TH11,1,瘴气「原因不明的热病」,1,
209,TH11,2,开花爷爷「小白的灰烬」,1,
211,TH11,2,恨符「丑时参拜第七日」,2,
212,TH11,3,鬼符「怪力乱神」,1,
214,TH11,3,力业「大江山颪」,2,
215,TH11,3,四天王奥义「三步必杀」,1,
216,TH11,4,回忆「恐怖催眠术」,1,
217,TH11,4,回忆「二重黑死蝶」,3,
218,TH11,4,回忆「飞行虫之巢」,2,
219,TH11,4,回忆「波与粒的境界」,2,禁卡安定
220,TH11,4,回忆「户隐山之投」,3,
221,TH11,4,回忆「百万鬼夜行」,2,
222,TH11,4,回忆「蒙蒙迷雾」,3,
223,TH11,4,回忆「风神木叶隐身术」,2,禁卡安定
224,TH11,4,回忆「天狗巨暴流」,2,
225,TH11,4,回忆「鸟居旋风」,2,
226,TH11,4,回忆「春之京都人偶」,2,
227,TH11,4,回忆「稻草人偶敢死队」,1,
228,TH11,4,回忆「回归虚无」,3,
229,TH11,4,回忆「水银之毒」,2,
230,TH11,4,回忆「水精公主」,2,
231,TH11,4,回忆「贤者之石」,2,
232,TH11,4,回忆「延展手臂」,3,
233,TH11,4,回忆「河童之河口浪潮」,3,
234,TH11,4,回忆「粼粼水底之心伤」,1,
235,TH11,5,猫符「怨灵猫乱步」,3,
236,TH11,5,咒精「怨灵凭依妖精」,2,
237,TH11,5,尸灵「食人怨灵」,1,
238,TH11,5,赎罪「古时之针与痛楚的怨灵」,2,
240,TH11,6,妖怪「火焰的车轮」,1,
241,TH11,6,核热「核反应失控」,3,
242,TH11,6,爆符「千兆耀斑」,3,
244,TH11,6,「地狱的托卡马克装置」,2,
245,TH11,6,「地底太阳」,3,
246,TH11,EX,秘法「九字切」,1,
247,TH11,EX,奇迹「神秘果」,1,
248,TH11,EX,神德「五谷丰穰米之浴」,2,禁卡安定
254,TH11,EX,潜意识「弹幕的墨迹测验」,3,
262,TH12,2,大轮「Hello，Forgotten World」,1,
263,TH12,2,伞符「雨伞的星之追忆」,1,
264,TH12,2,雨伞「超防水干爽伞妖」,2,
265,TH12,2,化铁「备用伞特急夜晚狂欢号」,2,
266,TH12,3,神拳「天海地狱冲」,1,
267,TH12,3,连打「帝王海妖来袭」,2,
268,TH12,3,溃灭「天上天下连续勾拳」,2,
269,TH12,3,忿怒「空前绝后巨眼焚身」,2,
271,TH12,4,溺符「沉底漩涡」,3,
272,TH12,4,港符「幽灵船永久停泊」,2,
273,TH12,4,幽灵「悄然袭来的长勺」,3,
274,TH12,5,宝塔「无上至宝」,3,
275,TH12,5,宝塔「光辉宝枪」,2,
276,TH12,5,光符「正义之威光」,2,
277,TH12,5,法灯「无瑕佛光之独钴杵」,2,
278,TH12,5,「完全净化」,2,
279,TH12,6,吉兆「极乐的紫色云路」,3,
280,TH12,6,魔法「魔法之蝶」,1,
281,TH12,6,光魔「魔法银河系」,2,
282,TH12,6,大魔法「魔神复诵」,3,
283,TH12,6,超人「圣白莲」,2,
284,TH12,6,飞钵「传说的飞空圆盘」,3,
285,TH12,EX,伞符「大颗的泪雨」,2,
286,TH12,EX,惊雨「台风骤雨」,2,
288,TH12,EX,妖云「平安时代的黑云」,1,
291,TH12,EX,真相不明「哀愁的蓝色UFO袭来」,1,
293,TH12,EX,真相不明「忠义的绿色UFO袭来」,1,
295,TH12,EX,真相不明「恐怖的虹色UFO袭来」,2,
297,TH12,EX,恨弓「源三位赖政之弓」,3,
300,TH13,1,冥符「常夜樱」,1,
301,TH13,1,樱符「西行樱吹雪」,1,
303,TH13,2,响符「强力共振」,1,
304,TH13,2,山彦「扩大回声」,1,
305,TH13,2,大声「激动Yahoo」,2,
306,TH13,3,虹符「雨伞风暴」,1,
307,TH13,3,回复「借由欲望的恢复」,1,要求收取
308,TH13,3,毒爪「剧毒杀害」,2,
309,TH13,3,欲灵「贪分欲吞噬者」,3,要求收取
310,TH13,4,邪符「孤魂野鬼」,1,
311,TH13,4,入魔「走火入魔」,1,
312,TH13,4,通灵「通灵芳香」,1,提示：使用妖梦
313,TH13,4,道符「道胎动」,1,
314,TH13,5,雷矢「元兴寺的龙卷」,2,
315,TH13,5,天符「天之磐舟哟，向天飞升吧」,2,
316,TH13,5,投皿「物部氏的八十平瓮」,1,
317,TH13,5,炎符「火烧樱井寺」,2,
318,TH13,5,圣童女「大物忌正餐」,2,
319,TH13,6,名誉「十二阶之冠位」,2,
320,TH13,6,仙符「日出之处的天子」,1,
321,TH13,6,召唤「豪族乱舞」,2,
322,TH13,6,秘宝「圣德太子的欧帕兹」,1,
323,TH13,6,光符「救世之光」,2,
324,TH13,6,神光「无忤为宗」,3,
325,TH13,6,「新生的神灵」,3,
326,TH13,EX,未知「轨道不明的鬼火」,1,
327,TH13,EX,未知「姿态不明的空鱼」,2,
330,TH13,EX,二回胜负「肉食类弹幕变化」,1,
331,TH13,EX,三回胜负「羽鸟类弹幕变化」,1,
332,TH13,EX,四回胜负「两栖类弹幕变化」,2,
333,TH13,EX,五回胜负「鸟兽戏画」,2,
335,TH13,EX,七回胜负「野生的离岛」,2,
338,TH13,EX,貉符「满月下的腹鼓舞」,3,
345,TH14,2,飞头「杜拉罕之夜」,1,
346,TH14,3,牙符「月下的犬齿」,1,提示：使用咲A
347,TH14,3,变身「星形齿」,2,
348,TH14,3,咆哮「满月的远吠」,1,
349,TH14,3,天狼「高速猛扑」,2,
350,TH14,4,平曲「祇园精舍的钟声」,1,
351,TH14,4,怨灵「平家的大怨灵」,1,
352,TH14,4,乐符「双重乐谱」,3,
354,TH14,4,响符「回音之庭」,3,
355,TH14,4,筝曲「下克上安魂曲」,4,
356,TH14,5,欺符「逆针击」,1,提示：使用咲A
357,TH14,5,逆符「镜中的邪恶」,1,提示：使用咲A
358,TH14,5,逆符「天下翻覆」,1,提示：使用咲A
359,TH14,5,逆弓「天壤梦弓的诏敕」,1,提示：使用咲A
360,TH14,5,逆转「变革空勇士」,2,
361,TH14,6,小槌「小人的荆棘路」,2,
362,TH14,6,小槌「变得更大吧」,1,
363,TH14,6,妖剑「辉针剑」,1,提示：使用咲A
364,TH14,6,小槌「你给我变大吧」,2,
365,TH14,6,「一寸之壁」,1,
366,TH14,6,「七个一寸法师」,3,
367,TH14,EX,弦乐「风暴的合奏」,1,
368,TH14,EX,弦乐「净琉璃世界」,2,
373,TH14,EX,五鼓「雷电拨浪鼓」,1,
374,TH14,EX,六鼓「交替打击法」,1,
376,TH14,EX,八鼓「雷神之怒」,1,
378,TH14,EX,「原初的节拍」,3,
379,TH15,1,凶弹「高速撞击」,1,
380,TH15,1,弹符「鹰已击中」,3,
382,TH15,2,兔符「浆果浆果团子」,2,
383,TH15,2,兔符「团子影响力」,2,
384,TH15,2,赏月酒「月狂的九月」,3,
385,TH15,3,梦符「绯红色的压迫噩梦」,1,
386,TH15,3,梦符「愁永远之梦」,1,
387,TH15,3,梦符「刈安色的错综迷梦」,1,
388,TH15,3,梦符「梦我梦中」,2,
389,TH15,3,月符「绀色的狂梦」,1,
390,TH15,4,玉符「乌合的二重咒」,1,
393,TH15,4,「孤翼的白鹭」,2,
394,TH15,5,狱符「地狱之蚀」,2,
395,TH15,5,狱符「星与条纹」,3,
397,TH15,5,地狱「条纹状的深渊」,1,
398,TH15,5,「阿波罗捏造说」,3,
399,TH15,6,「掌上的纯光」,2,
400,TH15,6,「杀意的百合」,3,
401,TH15,6,「现代的神灵界」,3,
402,TH15,6,「战栗的寒冷之星」,2,
403,TH15,6,「纯粹的狂气」,2,
404,TH15,6,「地上秽的纯化」,2,
405,TH15,6,纯符「纯粹的弹幕地狱」,5,
406,TH15,EX,蝴蝶「取而代之的蝴蝶」,1,
407,TH15,EX,超特急「梦幻快车」,2,
408,TH15,EX,爬梦「爬行的子弹」,2,
411,TH15,EX,月「阿波罗反射镜」,3,
413,TH15,EX,地球「落向地狱的雨」,3,
414,TH15,EX,月「月狂冲击」,3,
415,TH15,EX,「三位一体论狂想曲」,4,
416,TH15,EX,「最初与最后的无名弹幕」,3,
420,TH16,1,蝶符「盛夏振翅」,1,
421,TH16,2,雨符「被诅咒的暴雨」,2,
422,TH16,2,刃符「山姥的鬼菜刀研磨」,1,
423,TH16,2,尽符「血腥的深山谋杀」,1,
425,TH16,3,狗符「山狗的散步」,1,
426,TH16,3,独乐「蜷缩死去」,1,
427,TH16,3,狛符「单人式阿吽的呼吸」,1,
428,TH16,4,魔符「即席菩提」,2,禁卡安定
429,TH16,4,魔符「作宠物的巨大弹生命体」,2,
430,TH16,4,地藏「业火救济」,2,
431,TH16,5,竹符「竹之狂舞」,2,
432,TH16,5,茗荷「忘却你的名字」,2,
433,TH16,5,笹符「七夕星祭」,2,
434,TH16,5,冥加「在你背后」,1,
435,TH16,5,舞符「背后之祭」,3,
436,TH16,5,狂舞「狂乱天狗怖吓」,3,
437,TH16,6,后符「绝对秘神的后光」,2,
438,TH16,6,里夏「异常酷暑之焦土」,2,
439,TH16,6,里秋「异常枯死之饿鬼」,2,
440,TH16,6,里冬「异常降雪之雪人」,3,
441,TH16,6,里春「异常落花之魔术使」,3,
442,TH16,6,「里·吹拂樱花」,5,
443,TH16,6,「里·完美夏冰」,5,
444,TH16,6,「里·疯狂秋风」,4,限定：全避
445,TH16,6,「里·极端寒冬」,4,
449,TH16,EX,秘仪「逆向呼神者」,1,
451,TH16,EX,秘仪「弹幕的玉茧」,1,
452,TH16,EX,秘仪「秽那之火」,2,
453,TH16,EX,秘仪「后户的狂言」,1,
454,TH16,EX,秘仪「摩多罗苦谛」,2,
455,TH16,EX,秘仪「七星之剑」,2,
457,TH16,EX,「背面的暗黑猿乐」,3,
458,TH16,EX,「无秩序弹幕地狱」,3,
460,TH17,1,石符「成年儿童们的灵薄狱」,1,
461,TH17,2,石符「沉重的石之婴儿」,1,
462,TH17,2,溺符「三途的沦溺」,2,
463,TH17,2,鬼符「饿鬼围城」,1,
464,TH17,3,水符「分水的顶级试炼」,1,
465,TH17,3,光符「瞭望的顶级试炼」,2,
467,TH17,4,龟符「龟甲地狱」,1,
468,TH17,4,鬼符「搦手的鬼畜生」,1,
469,TH17,4,龙符「龙纹弹」,2,
474,TH17,6,方形「方形造物」,1,
475,TH17,6,圆形「圆形造物」,1,
476,TH17,6,线形「线形造物」,1,
477,TH17,6,埴轮「偶像造物」,1,提示：使用妖狼或妖獭
478,TH17,6,「鬼形造形术」,1,
479,TH17,6,「几何造物」,3,
481,TH17,EX,血战「血之分水岭」,1,
482,TH17,EX,血战「狱界视线」,1,
484,TH17,EX,劲疾技「惊险射击」,1,
485,TH17,EX,劲疾技「闪电爪」,2,
486,TH17,EX,劲疾技「浓云」,1,
489,TH17,EX,劲疾技「黑色天马流星弹」,1,
490,TH17,EX,劲疾技「肌肉爆破」,1,
493,TH17,EX,「鬼畜生的所业」,3,
494,TH18,1,招符「弹幕万来」,1,
495,TH18,1,招符「弹灾招福」,1,
496,TH18,2,森符「真·木隐的技术」,1,
497,TH18,2,森符「真·最深的森域」,1,
498,TH18,2,叶技「绿色龙卷」,1,
499,TH18,3,山怪「惊愕的云间草」,3,
500,TH18,3,山怪「妖魔喧嚣的薄雪草」,2,
501,TH18,3,山花「杀戮的山之女王」,1,
502,TH18,4,玉符「阴阳神玉」,3,
503,TH18,4,女王珠「彩虹门的另一侧」,1,
504,TH18,4,「阴阳窒息」,3,
505,TH18,5,祸星「星火燎原乱舞」,2,
506,TH18,5,星风「虹彩陆离乱舞」,1,
507,TH18,5,光马「天马行空乱舞」,3,
508,TH18,5,虹光「光风霁月」,2,
509,TH18,6,「向无主的贡品」,2,
510,TH18,6,「弹幕收集狂的妄执」,2,
512,TH18,6,「虹人环」,3,
513,TH18,6,「无道的弹幕领土」,2,
514,TH18,6,「弹幕的庇护所」,3,
515,TH18,EX,狐符「狐之络纱机」,1,
516,TH18,EX,管狐「圆管之狐」,1,
517,TH18,EX,星狐「天狐龙星之舞」,2,
518,TH18,EX,蛊毒「食人昆虫」,2,
520,TH18,EX,蛊毒「空中之笔式电改锥」,3,
521,TH18,EX,采掘「不断累积的矿山废石」,2,
522,TH18,EX,采掘「矿山爆破」,3,
523,TH18,EX,采掘「妖怪们的盾构法」,1,
524,TH18,EX,大蜈蚣「噬蛇者」,2,
525,TH18,EX,大蜈蚣「噬龙者」,3,
526,TH18,EX,「蛊毒的美食家」,4,
527,TH18,EX,「虫姬殿下的闪耀忙乱的日常」,3,
529,TH08,6,秘术「天文密葬法」,5,限定：幽幽子
530,TH10,6,「风神之神德」,4,限定：梦C
531,TH11,4,回忆「延展手臂」,4,限定：0P
533,TH12,5,宝塔「无上至宝」,4,限定：全避
534,TH12,6,吉兆「极乐的紫色云路」,5,限定：早苗全避
536,TH17,6,埴轮「偶像造物」,4,限定：梦獭
538,TH06,5,女仆秘技「杀人玩偶」,4,限定：全避
539,TH06,6,红符「绯红之主」,4,限定：魔B
541,TH08,4,大结界「博丽弹幕结界」,4,限定：咲夜
542,TH08,6,神宝「佛体的金刚石」,4,限定：魔理沙
543,TH08,6,神宝「佛体的金刚石」,5,限定：灵梦
544,TH08,6,苏生「生命游戏」,4,限定：咲夜
546,TH10,3,光学「水迷彩」,4,限定：魔理沙0P
547,TH11,4,回忆「二重黑死蝶」,4,限定：0P
548,TH11,4,回忆「户隐山之投」,4,限定：0P
550,TH11,4,回忆「河童之河口浪潮」,4,限定：0P
553,TH15,6,「杀意的百合」,4,限定：早苗1P
554,TH14,4,筝曲「下克上安魂曲」,5,限定：咲B
555,TH14,3,天狼「高速猛扑」,4,限定：咲B
556,TH06,4,道中boss魔法阵,4,小恶魔出场为止 限定：梦B
557,TH07,4,梅露兰一非,2,限定：咲B
558,TH07,4,露娜萨二非,2,限定：梦A
561,TH08,4,4B线二非,3,限定：灵梦
562,TH08,4,4A线一非,2,限定：咲夜
563,TH08,EX,EX关底八非,3,限定：咲夜
564,TH10,4,4道中boss,3,限定：魔理沙0P
565,TH11,3,3道中后半#1,3,进入对话为止 限定：魔C
568,TH15,3,3关底二非,3,限定：铃仙
569,TH15,5,5道中boss章节6三吴克,3,自动消弹为止 限定：铃仙
571,TH15,5,5关底一非,3,限定：早苗
572,TH15,6,6道中boss流星雨,3,章节结算为止
573,TH15,EX,EX关底六非,3,限定：早苗
574,TH16,4,4道中后半#3,4,进入对话为止 限定：文冬
575,TH16,5,5道中前半#2,3,红色鬼火出场为止 限定：文冬
576,TH16,6,6道中#2,3,蝴蝶出场为止 限定：灵梦春
577,TH17,4,4道中前半#3,2,双蝴蝶出场为止 限定：灵梦獭
